d_codigo,Latitud,Longitud,c_estado
29030,16.7572777,-93.1340551,7
29034,16.7664548,-93.1114879,7
29037,16.7656336,-93.1171287,7
29038,16.7625179,-93.1284123,7
29039,16.7721201,-93.1265315,7
29040,16.751839,-93.1039678,7
29044,16.7586259,-93.0933164,7
29045,16.7523239,-93.0713944,7
29047,16.7696634,-93.0939429,7
29049,16.7697382,-93.0889312,7
29050,16.7170779,-93.1629063,7
29054,16.7566285,-93.1767108,7
29055,16.7059676,-93.1756767,7
29056,16.7623,-93.1661,7
29057,16.7565515,-93.1817315,7
29058,16.7476492,-93.1619652,7
29059,16.7448082,-93.1792211,7
29060,16.7513486,-93.1365632,7
29064,16.7459441,-93.1287258,7
29065,16.7416245,-93.1379737,7
29066,16.7393114,-93.12541,7
29067,16.740426,-93.1284123,7
29070,16.7433384,-93.0814146,7
29073,16.6863,-93.0747,7
29075,16.7411946,-93.089401,7
29076,16.7874143,-93.0889312,7
29077,16.7431146,-93.0964489,7
29078,16.7472441,-93.0911237,7
29080,16.7399441,-93.1114879,7
29086,16.7288143,-93.1171287,7
29087,16.7331947,-93.1196359,7
29089,16.733624,-93.1155617,7
29090,16.7327493,-93.1002082,7
29094,16.7314447,-93.0889312,7
29096,16.7331962,-93.070142,7
29098,16.7365526,-93.0920634,7
29100,16.7078,-93.1133,7
29112,16.6826,-93.2214,7
29120,16.87695687,-93.22214638,7
29125,16.93472927,-93.26382249,7
29126,16.99215274,-93.21858828,7
29127,16.93357544,-93.1318414,7
29129,16.83171363,-93.17466631,7
29130,16.7785053,-93.26555748,7
29133,16.86356828,-93.34475137,7
29136,16.96464596,-93.34932468,7
29140,16.75432649,-93.37580563,7
29142,17.11244299,-93.70154907,7
29143,16.90245102,-93.42201143,7
29144,16.72483266,-93.51288933,7
29145,16.5420533,-93.41385521,7
29146,16.92416619,-93.50582844,7
29147,16.67969351,-93.27922586,7
29148,17.04575388,-93.49891978,7
29149,16.89832346,-93.60019382,7
29150,16.64020974,-93.07527312,7
29151,16.64600973,-93.12157698,7
29158,16.51897657,-93.18990485,7
29160,16.70709512,-93.00702246,7
29163,16.74531873,-93.04684778,7
29164,16.71152968,-92.99149562,7
29165,16.75376446,-93.02783028,7
29166,16.84141346,-93.01528659,7
29167,16.71870566,-93.03580629,7
29168,16.8795282,-92.98174748,7
29169,16.63661676,-93.01928865,7
29170,16.61675353,-92.96634886,7
29174,16.68534099,-92.91466068,7
29176,16.5445888,-93.01133722,7
29177,16.55781047,-93.02173689,7
29178,16.57362433,-93.03568959,7
29179,16.66148233,-93.05778625,7
29180,16.49212718,-92.97756913,7
29183,16.3674861,-92.8596345,7
29190,16.9361,-93.0903,7
29191,16.9361,-93.0903,7
29200,16.73777752,-92.63743615,7
29210,16.74793433,-92.64242808,7
29213,16.75270969,-92.64866227,7
29215,16.75491086,-92.64411627,7
29216,16.75133737,-92.62965503,7
29217,16.75698275,-92.66101496,7
29218,16.74598163,-92.64788288,7
29220,16.74321152,-92.63062368,7
29223,16.74818674,-92.62330908,7
29230,16.74038605,-92.61986018,7
29233,16.76219732,-92.60262046,7
29235,16.73553681,-92.58127976,7
29236,16.74192683,-92.53148008,7
29239,16.74529351,-92.61324219,7
29240,16.74075548,-92.64283855,7
29242,16.74882437,-92.65351874,7
29243,16.74095524,-92.64880842,7
29244,16.74758696,-92.65635082,7
29246,16.74146467,-92.67110987,7
29247,16.75370758,-92.6684972,7
29249,16.74344672,-92.64549399,7
29250,16.73171114,-92.6382425,7
29254,16.73389105,-92.61296805,7
29255,16.73082698,-92.6277519,7
29256,16.7263185,-92.61573116,7
29258,16.71035428,-92.53822743,7
29259,16.69565928,-92.59529051,7
29260,16.71301928,-92.64990426,7
29263,16.73308728,-92.66816508,7
29264,16.72837902,-92.65723979,7
29265,16.7391022,-92.65368244,7
29266,16.7155475,-92.65118089,7
29267,16.73446285,-92.65778789,7
29269,16.7326489,-92.6558467,7
29270,16.72519082,-92.63231179,7
29277,16.72559808,-92.64486994,7
29278,16.72579239,-92.64377897,7
29279,16.72864637,-92.64113903,7
29280,16.71920458,-92.63879617,7
29286,16.71860405,-92.6448267,7
29288,16.72328307,-92.64527964,7
29289,16.71249516,-92.63919385,7
29290,16.70850068,-92.6303964,7
29292,16.7083131,-92.60538742,7
29293,16.70433489,-92.63066281,7
29294,16.70459823,-92.63650735,7
29295,16.69597754,-92.61001986,7
29296,16.7167827,-92.63005844,7
29297,16.7140972,-92.63632314,7
29298,16.67328612,-92.60476731,7
29299,16.71529546,-92.61546129,7
29300,16.72167023,-92.6948204,7
29310,16.65721437,-92.4502271,7
29314,16.67909641,-92.53183685,7
29316,16.64781556,-92.55088022,7
29320,16.79120698,-92.67224405,7
29322,16.77197585,-92.68110875,7
29323,16.79409466,-92.71356409,7
29324,16.80345022,-92.62613283,7
29325,16.82456624,-92.70595374,7
29326,16.83125519,-92.58247961,7
29327,16.82428199,-92.66382641,7
29328,16.77414324,-92.56003008,7
29329,16.85447616,-92.64023993,7
29330,16.86756552,-92.81632657,7
29333,16.84567289,-92.74642654,7
29334,16.78760148,-92.79473326,7
29335,16.86395416,-92.61210643,7
29336,16.8597621,-92.6886895,7
29337,16.81134872,-92.76978151,7
29340,16.78989015,-92.88535622,7
29341,16.72711845,-92.88715503,7
29342,16.78411669,-92.92889456,7
29345,16.79687793,-92.98265127,7
29346,16.8621812,-92.84160008,7
29347,16.82215712,-92.88308428,7
29348,16.85254102,-92.93367766,7
29349,16.89523038,-92.8584843,7
29350,16.75396378,-92.71177108,7
29353,16.73671902,-92.72729669,7
29355,16.70949999,-92.73393949,7
29360,16.73370002,-92.77214748,7
29364,16.68183927,-92.74033202,7
29365,16.69619513,-92.80126542,7
29367,16.69394954,-92.84255502,7
29369,16.73707553,-92.83655631,7
29370,16.5522423,-92.80768549,7
29372,16.5609968,-92.80135935,7
29373,16.55464466,-92.80525349,7
29374,16.55974125,-92.80912419,7
29376,16.62003032,-92.84043762,7
29377,16.60054876,-92.78192235,7
29380,16.55056821,-92.89162088,7
29383,16.4856352,-92.89118703,7
29384,16.53850583,-92.84285021,7
29385,16.48620443,-92.76690668,7
29386,16.41754055,-92.79630296,7
29387,16.44679044,-92.83376747,7
29390,16.57108399,-92.72012734,7
29395,16.5526,-92.7636,7
29400,16.6228003,-92.72722558,7
29403,16.58914785,-92.67872761,7
29405,16.65007276,-92.72989726,7
29410,16.53078074,-92.46965651,7
29412,16.6089491,-92.4719528,7
29414,16.57473991,-92.50582173,7
29415,16.58704159,-92.50429992,7
29416,16.60804888,-92.50564402,7
29417,16.63674138,-92.52435245,7
29419,16.57841342,-92.53318697,7
29420,16.49360787,-92.55493943,7
29430,16.52694313,-92.42341687,7
29432,16.51927717,-92.44734411,7
29433,16.49343302,-92.43015399,7
29434,16.51274829,-92.37045454,7
29435,16.54616567,-92.37713371,7
29437,16.53616626,-92.34271971,7
29438,16.48646192,-92.33491313,7
29439,16.46096822,-92.47156691,7
29440,16.65432223,-92.2546647,7
29441,16.56537723,-92.2167046,7
29444,16.6009079,-92.30248046,7
29446,16.67785786,-92.1611401,7
29450,16.78517409,-92.34374544,7
29451,16.7397,-92.3092,7
29454,16.8548,-92.2999,7
29455,16.781633,-92.342152,7
29460,16.7995,-92.270942,7
29461,16.70935,-92.17445,7
29462,16.777,-92.2468,7
29470,16.70787387,-92.45314727,7
29471,16.68932208,-92.31941202,7
29472,16.65009043,-92.38150896,7
29473,16.6858968,-92.37849274,7
29474,16.74214926,-92.49378147,7
29475,16.69628271,-92.48820672,7
29476,16.73741705,-92.43101621,7
29477,16.72597137,-92.36672854,7
29480,16.8181996,-92.51085731,7
29481,16.8428,-92.4757,7
29482,16.85269545,-92.50917339,7
29483,16.80120946,-92.50935107,7
29484,16.78930267,-92.49628075,7
29486,16.78483927,-92.43782337,7
29487,16.89916616,-92.46861734,7
29489,16.8507435,-92.46285762,7
29490,16.8663701,-92.62897175,7
29493,16.87249849,-92.54522128,7
29494,16.88092415,-92.53520835,7
29495,16.87884419,-92.56815148,7
29500,17.8632758,-93.1525633,7
29503,17.821925,-93.319575,7
29504,17.832788,-93.175466,7
29506,17.864383,-93.279516,7
29507,17.894433,-93.140633,7
29508,17.9183,-93.2671,7
29509,17.8575,-93.2106,7
29510,17.60443782,-93.18703768,7
29514,17.7025,-93.277766,7
29515,17.6961,-93.185,7
29516,17.6961,-93.185,7
29517,17.7875,-93.1094,7
29518,17.73192,-93.2072,7
29519,17.8247,-93.0986,7
29520,17.51536049,-93.10909013,7
29523,17.55764684,-93.0284101,7
29524,17.43434495,-93.1748505,7
29525,17.53758872,-93.14550402,7
29526,17.62711635,-93.0417445,7
29528,17.48809698,-93.09178459,7
29530,17.59257732,-93.37370925,7
29533,17.54619955,-93.31083737,7
29534,17.60840862,-93.34366717,7
29535,17.50280177,-93.17092694,7
29536,17.56617943,-93.22906028,7
29537,17.39876588,-93.2191742,7
29540,17.488673,-93.24275569,7
29543,17.49078574,-93.21811928,7
29544,17.46992315,-93.22930944,7
29545,17.46166083,-93.25073442,7
29546,17.50127743,-93.27226706,7
29547,17.52007133,-93.24808945,7
29550,17.41073086,-93.33575167,7
29553,17.52986738,-93.4255624,7
29554,17.46268522,-93.3513991,7
29555,17.39663988,-93.33360707,7
29556,17.32962423,-93.43165153,7
29557,17.47578849,-93.5041622,7
29558,17.4216,-93.4037,7
29560,17.28471464,-93.27442021,7
29564,17.288,-93.2414,7
29570,17.42840407,-93.09560829,7
29571,17.3689,-93.1292,7
29572,17.39697018,-93.07666848,7
29573,17.3912901,-93.10542856,7
29574,17.40080569,-93.12464581,7
29575,17.45053357,-93.10629984,7
29576,17.45643329,-93.0688814,7
29578,17.47256829,-93.08671058,7
29579,17.4785385,-93.06289743,7
29580,17.4295,-93.0325,7
29583,17.4506,-93.0128,7
29585,17.3564,-92.9606,7
29590,17.50402945,-92.99852321,7
29593,17.46147527,-93.02098811,7
29594,17.51580816,-93.00913292,7
29595,17.54029546,-92.99876694,7
29596,17.4976098,-92.97212679,7
29598,17.46459306,-92.95236834,7
29599,17.4005637,-92.9468592,7
29600,17.18348979,-93.60950057,7
29603,17.16239,-93.6772,7
29604,17.162712,-93.709112,7
29605,17.273821,-93.600114,7
29606,17.258992,-93.504184,7
29610,17.069287,-93.419987,7
29613,17.190407,-93.347085,7
29614,17.116718,-93.4151,7
29615,17.10138,-93.37978,7
29616,17.0342,-93.4239,7
29617,17.206782,-93.462611,7
29620,17.09920939,-93.21601927,7
29623,17.10006559,-93.1794737,7
29624,17.07293091,-93.16183908,7
29625,17.03721137,-93.16730676,7
29626,17.05351775,-93.34576384,7
29627,17.09355466,-93.23833151,7
29630,17.12416554,-93.21070034,7
29633,17.1245349,-93.25366411,7
29634,17.15081724,-93.28934904,7
29635,17.19178182,-93.2617928,7
29636,17.1769096,-93.21352289,7
29640,16.9663,-93.1049,7
29650,17.13362322,-93.14831159,7
29652,17.06551867,-93.12350332,7
29653,17.1114678,-93.07091172,7
29654,17.09502045,-93.12204201,7
29655,17.12775229,-93.17930767,7
29660,17.19531494,-93.05133695,7
29661,17.22363015,-93.05844727,7
29663,17.17730167,-93.0423092,7
29664,17.132999,-92.98845677,7
29665,17.14905661,-93.04002518,7
29666,17.16415262,-93.08008483,7
29667,17.23496016,-93.08086601,7
29670,17.19111731,-93.11350814,7
29673,17.22037006,-93.10363525,7
29674,17.2586533,-93.13341035,7
29680,17.22447406,-93.1637143,7
29683,17.21801701,-93.14147049,7
29684,17.20715992,-93.17581909,7
29685,17.22918173,-93.18523187,7
29686,17.20089528,-93.20289594,7
29687,17.24446047,-93.17620826,7
29690,17.33905742,-93.12929444,7
29691,17.3307,-93.149,7
29692,17.3081,-93.1808,7
29693,17.3153,-93.1356,7
29694,17.3307,-93.149,7
29700,17.37188801,-92.82039794,7
29702,17.38340664,-92.80543883,7
29703,17.31791192,-92.83492163,7
29704,17.3536371,-92.87468453,7
29705,17.33904151,-92.7777463,7
29706,17.47030273,-92.90538321,7
29707,17.38875859,-92.85080245,7
29708,17.47281215,-92.86301711,7
29710,17.16819614,-92.69350733,7
29713,17.20245909,-92.72916334,7
29714,17.25359894,-92.77300316,7
29715,17.3080548,-92.7045746,7
29716,17.26871823,-92.6398368,7
29717,17.19268727,-92.6307643,7
29720,17.29477543,-93.00656269,7
29721,17.29,-92.9381,7
29722,17.30844226,-92.9391942,7
29723,17.30106017,-92.9882241,7
29724,17.33948008,-92.98381065,7
29725,17.28798956,-93.02626489,7
29729,17.31718102,-93.02911606,7
29730,17.24590961,-93.01812544,7
29733,17.26528,-93.01581,7
29734,17.267688,-92.9854,7
29735,17.2449,-92.99665,7
29736,17.2452,-93.0212,7
29737,17.248725,-93.0371,7
29740,17.1987024,-93.00697537,7
29744,17.20438203,-92.98339823,7
29745,17.20440119,-92.95707869,7
29746,17.18104056,-92.98201359,7
29750,17.16470031,-92.90533527,7
29753,17.21416594,-92.80313346,7
29754,17.18690094,-92.8458598,7
29755,17.26157491,-92.85950536,7
29756,17.22977943,-92.88028036,7
29759,17.21277382,-92.94240356,7
29760,17.06935994,-92.85319213,7
29761,17.03034119,-92.83438134,7
29763,17.06319635,-92.90836271,7
29764,17.06684679,-92.8026427,7
29766,17.11069713,-92.80737304,7
29767,17.10183452,-92.8669825,7
29768,17.12760872,-92.87798812,7
29770,16.99951316,-92.89414209,7
29773,16.99648972,-92.86279358,7
29774,16.95446574,-92.92256968,7
29775,17.02727616,-92.91772471,7
29776,17.02403646,-93.02493027,7
29777,17.0943241,-93.02699756,7
29780,16.8913,-92.9243,7
29782,16.9186,-92.9687,7
29783,16.94644607,-93.01336964,7
29790,16.89558844,-92.37035183,7
29792,16.90187224,-92.41201959,7
29793,16.87291337,-92.42542624,7
29794,16.92936375,-92.41052838,7
29795,16.93177114,-92.3488102,7
29796,16.94153516,-92.41551522,7
29797,16.97739715,-92.37209964,7
29798,16.91846136,-92.38222922,7
29800,17.28568489,-92.55468761,7
29802,17.23593752,-92.55888818,7
29803,17.27103496,-92.5446697,7
29804,17.27015009,-92.52653813,7
29805,17.23452843,-92.53133363,7
29806,17.27288236,-92.56853838,7
29807,17.28382464,-92.59080251,7
29810,17.26877162,-92.61317958,7
29813,17.34010654,-92.61562077,7
29814,17.29893908,-92.62875374,7
29815,17.36285984,-92.65517489,7
29816,17.40058292,-92.65464889,7
29817,17.41912988,-92.64005679,7
29820,17.14448682,-92.72350257,7
29822,17.10309974,-92.73966774,7
29823,17.10594564,-92.70036986,7
29824,17.14121554,-92.75813922,7
29825,17.1606622,-92.77122126,7
29826,17.19400827,-92.75504205,7
29827,17.13443706,-92.80453201,7
29828,17.155233,-92.794966,7
29829,17.1817,-92.7856,7
29830,17.15108876,-92.50182491,7
29833,17.12390816,-92.58989598,7
29834,17.0956654,-92.51545047,7
29835,17.10797392,-92.64165146,7
29836,17.15439029,-92.59648108,7
29837,17.15286336,-92.5336408,7
29840,17.05070983,-92.71895249,7
29842,17.07900301,-92.74938602,7
29843,17.02957725,-92.80196113,7
29844,17.0272797,-92.72613852,7
29845,16.98600052,-92.77025729,7
29846,17.03924572,-92.76404469,7
29848,17.05215208,-92.68536026,7
29850,16.9696907,-92.63229084,7
29851,17.0376,-92.5933,7
29852,17.07629088,-92.59953482,7
29853,17.0259101,-92.64406623,7
29854,17.01186056,-92.61766233,7
29855,16.9728112,-92.59867293,7
29856,16.96721362,-92.58473333,7
29857,17.01016521,-92.56630053,7
29860,16.88812776,-92.71755924,7
29861,16.91731462,-92.73404297,7
29862,16.94108519,-92.75692262,7
29863,16.88659893,-92.75635125,7
29864,16.92497152,-92.8154759,7
29865,16.96327611,-92.82662029,7
29866,16.97008542,-92.80032268,7
29867,16.94029793,-92.71540046,7
29868,16.94137753,-92.71797574,7
29869,16.96041377,-92.72293988,7
29870,16.91449231,-92.64053472,7
29871,16.9023,-92.5604,7
29872,16.93949435,-92.51295122,7
29873,16.9217313,-92.60830064,7
29874,16.95097,-92.6526689,7
29875,16.91701573,-92.67113406,7
29876,17.02839095,-92.53230149,7
29877,16.91405798,-92.6871725,7
29878,16.91293094,-92.67055057,7
29879,16.9310086,-92.69809569,7
29880,16.99780963,-92.47345532,7
29881,17.00921731,-92.43470537,7
29883,17.02127409,-92.48664601,7
29884,17.06587252,-92.49794619,7
29885,17.06450777,-92.44852482,7
29887,17.10385352,-92.48189346,7
29888,17.09121765,-92.42816793,7
29890,17.02012679,-92.30785189,7
29891,17.0239632,-92.38949782,7
29894,17.05464773,-92.32871945,7
29895,17.05185427,-92.29893823,7
29896,17.05749839,-92.37487081,7
29897,17.06746022,-92.3584518,7
29900,17.55508797,-92.3417115,7
29902,17.42228725,-92.28996973,7
29903,17.41102944,-92.15939697,7
29904,17.30173274,-92.05506388,7
29905,17.40096225,-92.02630031,7
29906,17.5956044,-92.29030144,7
29907,17.51248668,-92.20645259,7
29908,17.53372373,-92.36355552,7
29910,17.30601736,-92.4293966,7
29912,17.4267434,-92.45181997,7
29913,17.45642125,-92.59144295,7
29914,17.46498424,-92.41461905,7
29915,17.22549714,-92.42380048,7
29916,17.2448124,-92.48851317,7
29917,17.34358258,-92.53090774,7
29918,17.36343128,-92.4754936,7
29919,17.52936794,-92.54474053,7
29920,17.24314494,-92.33728421,7
29921,17.28554691,-92.22061861,7
29923,17.35506996,-92.34818433,7
29925,17.26852165,-92.15459724,7
29926,17.22491192,-92.2704772,7
29930,17.17586228,-92.32834077,7
29932,17.19347818,-92.37738773,7
29935,16.76084458,-90.94059088,7
29936,17.02058591,-91.4322001,7
29937,16.6830691,-91.53527059,7
29938,16.79982349,-91.84318353,7
29939,16.88018203,-91.93019223,7
29940,17.11156731,-92.25872201,7
29942,17.14924661,-91.95970372,7
29943,17.07619637,-91.88609295,7
29944,17.03795757,-92.166888,7
29945,16.97879305,-92.28137908,7
29946,17.0933193,-92.08028051,7
29947,17.17435445,-91.74522193,7
29948,17.09487059,-92.3439121,7
29949,17.19678321,-92.10697391,7
29950,16.91447181,-92.10672929,7
29952,16.90017377,-91.60243592,7
29953,16.88225784,-92.23272713,7
29954,16.46256704,-91.37587706,7
29955,16.8833,-91.8092,7
29956,16.8833,-91.8092,7
29957,16.8833,-91.8092,7
29958,16.8833,-91.8092,7
29959,16.8833,-91.8092,7
29960,17.5228069,-91.9930466,7
29962,17.79312017,-91.88420898,7
29963,17.51986941,-92.07489451,7
29964,17.61524364,-91.90957431,7
29965,17.476449,-91.84322245,7
29966,17.32865199,-91.57593099,7
29967,17.19331299,-91.46999303,7
29968,17.34110745,-91.80024188,7
29969,17.6558071,-92.17840759,7
29970,17.69434873,-91.72692966,7
29971,17.69186339,-91.82017262,7
29972,17.63964863,-91.80042452,7
29973,17.61061311,-91.77456702,7
29974,17.64428375,-91.66852949,7
29977,17.52853877,-91.65948806,7
29980,17.71999593,-92.00680665,7
29982,17.78455081,-92.05838857,7
29983,17.74677254,-91.98838651,7
29984,17.7207686,-91.98083806,7
29985,17.74854236,-92.12193478,7
29986,17.67968204,-91.98866001,7
29987,17.67513696,-92.0263888,7
29988,17.69238737,-92.05916718,7
29990,17.83963918,-91.9937084,7
29993,17.76567566,-91.95291372,7
29994,17.80874333,-92.06245345,7
29995,17.85712345,-92.02549283,7
29997,17.84162669,-91.88806767,7
30000,16.25260742,-92.13524682,7
30010,16.26509016,-92.1326745,7
30013,16.1781,-92.0697,7
30015,16.26161174,-92.12870996,7
30017,16.28840963,-92.15098744,7
30018,16.25652754,-92.13460798,7
30019,16.25751932,-92.14346146,7
30020,16.25112073,-92.13891143,7
30023,16.24810759,-92.13605048,7
30028,16.23982447,-92.12979414,7
30029,16.24435736,-92.1329432,7
30030,16.25350619,-92.12424165,7
30033,16.25936821,-92.12086373,7
30034,16.27272178,-92.08041225,7
30036,16.24211208,-92.11230254,7
30037,16.24985442,-92.11430674,7
30038,16.25181727,-92.12015659,7
30039,16.24240469,-92.12394726,7
30040,16.23317396,-92.12665999,7
30043,16.23901015,-92.12926466,7
30060,16.24671966,-92.14596022,7
30063,16.23487082,-92.18459965,7
30064,16.24014513,-92.1549477,7
30065,16.23445633,-92.14763705,7
30067,16.2501854,-92.15447334,7
30068,16.23896611,-92.144001,7
30069,16.25347842,-92.14792223,7
30070,16.23292306,-92.11299158,7
30073,16.22728634,-92.10907074,7
30074,16.21512001,-92.07887953,7
30075,16.19591377,-92.02921378,7
30076,16.17211306,-92.0829947,7
30077,16.22627286,-92.11851913,7
30078,16.1755024,-92.06431364,7
30090,16.22767284,-92.13644148,7
30093,16.18013737,-92.11630177,7
30096,16.23258517,-92.13917136,7
30099,16.22452664,-92.14117303,7
30100,16.35044524,-92.08301692,7
30101,16.48551632,-92.27468144,7
30102,16.41421541,-92.26331265,7
30103,16.42922569,-92.21985027,7
30104,16.26578392,-92.2114852,7
30105,16.31088338,-92.23137874,7
30106,16.37038063,-92.28407566,7
30107,16.30125044,-92.12312295,7
30108,16.28929443,-92.05645394,7
30109,16.25112208,-92.06279991,7
30110,16.18506772,-92.18676703,7
30111,16.18011631,-92.29365585,7
30115,16.14430882,-92.20824206,7
30116,16.15813602,-92.26378224,7
30120,15.73985451,-92.30131136,7
30121,15.71365462,-92.46332556,7
30123,15.70308568,-92.36416002,7
30124,15.76211557,-92.41806503,7
30125,15.72880775,-92.2602623,7
30126,15.82381736,-92.44886522,7
30127,15.82018402,-92.52828764,7
30129,15.87434374,-92.26807582,7
30130,15.58931441,-92.24937071,7
30133,15.64970556,-92.26145742,7
30134,15.64180546,-92.22630293,7
30135,15.61018868,-92.18951889,7
30136,15.58116639,-92.23075903,7
30137,15.58719561,-92.27041536,7
30140,15.65706779,-92.1433127,7
30143,15.6837,-92.0427,7
30145,15.6831,-92.09935,7
30146,15.682125,-92.146775,7
30147,15.6966,-92.1686,7
30148,15.746375,-92.137625,7
30149,15.6615445,-92.1322888,7
30150,15.6557,-91.9955,7
30151,15.6527,-92.051,7
30152,15.6639276,-92.1321354,7
30153,15.68006696,-92.01835142,7
30154,15.6642673,-92.134897,7
30155,15.7286,-92.0179,7
30160,16.11448976,-92.01844143,7
30162,16.1019893,-91.86765048,7
30164,16.03693171,-91.91702443,7
30165,15.84951511,-91.99316516,7
30166,15.9784217,-92.06601258,7
30167,15.92515676,-91.92889147,7
30168,16.11571753,-91.65247726,7
30170,16.25295279,-92.01555817,7
30172,16.18598055,-91.69961793,7
30173,16.19885566,-91.63386162,7
30174,16.20231168,-91.88972006,7
30176,16.19250517,-91.93381519,7
30178,16.2471305,-91.99481273,7
30180,16.1415,-91.2959,7
30182,16.2254,-91.2979,7
30183,16.113766,-91.2315,7
30184,16.41261619,-92.07023475,7
30185,16.5250846,-92.07655326,7
30187,16.3333581,-92.00181813,7
30188,16.30741655,-91.88762944,7
30189,16.40717968,-91.9613188,7
30190,16.7316325,-92.03617862,7
30193,16.77047484,-92.00607595,7
30194,16.65142419,-91.89134275,7
30195,16.63649751,-91.83722341,7
30196,16.58633357,-91.73293595,7
30197,16.60172793,-91.64184545,7
30200,16.33821396,-92.56440681,7
30202,16.34082662,-92.54340284,7
30203,16.3246875,-92.55886719,7
30204,16.34736908,-92.566774,7
30205,16.28542655,-92.52951164,7
30206,16.38908334,-92.59331301,7
30207,16.354958,-92.51291811,7
30209,16.47037726,-92.56471479,7
30210,16.30010695,-92.42042475,7
30214,16.22852681,-92.50491251,7
30215,16.32766636,-92.47287727,7
30216,16.3744147,-92.47278259,7
30217,16.42884102,-92.45970466,7
30218,16.45552077,-92.38834514,7
30220,16.38761284,-92.69298482,7
30223,16.43949177,-92.69325368,7
30224,16.35682956,-92.62888272,7
30225,16.24755098,-92.62266003,7
30227,16.26659538,-92.83795692,7
30232,16.21609786,-91.42372679,7
30233,16.30269093,-91.74334417,7
30235,16.34145698,-91.54740764,7
30236,16.41743633,-91.47635878,7
30237,16.54526492,-91.99167153,7
30330,16.5436,-92.6802,7
30340,16.43887183,-92.58324754,7
30350,16.36338011,-92.36990601,7
30352,16.36377874,-92.39233081,7
30353,16.39768812,-92.38726025,7
30354,16.35437639,-92.35375473,7
30356,16.41222547,-92.36687261,7
30357,16.33399276,-92.41285722,7
30358,16.3259254,-92.32285235,7
30360,16.16147525,-92.66536376,7
30362,16.17177384,-92.86769189,7
30363,15.98049794,-92.84245529,7
30364,15.99606689,-92.46739751,7
30365,15.75776979,-92.96168782,7
30367,15.92670546,-92.76824306,7
30369,15.96954915,-92.63209224,7
30370,15.85646962,-92.70393811,7
30375,15.80811637,-92.74742374,7
30378,15.78271114,-92.66852937,7
30379,15.7897064,-92.60871657,7
30380,15.69326713,-92.61887979,7
30382,15.664181,-92.6191,7
30383,15.650291,-92.708675,7
30384,15.75769986,-92.78688509,7
30385,15.66725127,-92.78130189,7
30389,15.67414011,-92.57083092,7
30390,16.235625,-92.379887,7
30393,16.221044,-92.330177,7
30394,16.05326,-92.30382,7
30395,16.1595,-92.354622,7
30396,16.199087,-92.4048,7
30397,16.232935,-92.399307,7
30400,16.68732703,-93.73007243,7
30406,16.70817412,-93.71483343,7
30407,16.64869407,-93.71725907,7
30409,16.68285816,-93.75806555,7
30410,16.61531147,-93.81178985,7
30412,16.56470648,-93.76411649,7
30413,16.53349238,-93.79992089,7
30415,16.72828648,-93.90431843,7
30416,16.61934674,-93.76165364,7
30417,16.65149817,-93.94032726,7
30420,16.53817578,-93.90668985,7
30422,17.00113795,-93.84042583,7
30423,16.89882111,-93.84265252,7
30424,16.89673341,-93.73341975,7
30425,16.45557639,-94.00547631,7
30426,16.82840857,-93.62627071,7
30427,16.59396543,-93.98971426,7
30428,16.76567443,-93.69389013,7
30429,16.80491821,-93.74437275,7
30430,16.66987474,-93.64812804,7
30431,16.69063773,-93.6308681,7
30433,16.66570191,-93.6342369,7
30434,16.68291686,-93.66258382,7
30435,16.69948604,-93.57465875,7
30436,16.63122918,-93.67005526,7
30437,16.78778965,-93.56418067,7
30438,16.6213381,-93.58818049,7
30439,16.56703651,-93.53945177,7
30440,16.43307938,-93.71039559,7
30441,16.52541457,-93.71253446,7
30442,16.58409989,-93.66955255,7
30443,16.44080889,-93.83293837,7
30445,16.49917779,-93.60504905,7
30446,16.45910751,-93.66130067,7
30447,16.34620655,-93.68841003,7
30448,16.37805665,-93.8475745,7
30449,16.40336589,-93.88935495,7
30450,16.23573713,-93.89749633,7
30453,16.23684522,-93.8720303,7
30454,16.23661836,-93.92551982,7
30455,16.30979678,-93.96852253,7
30456,16.22687552,-93.86062574,7
30457,16.27765198,-93.93161753,7
30458,16.27415211,-93.82960478,7
30461,16.20395563,-93.95781609,7
30462,16.20551446,-94.0341423,7
30463,16.1277469,-94.0737083,7
30464,16.12030926,-94.02446226,7
30465,16.15119101,-93.94524317,7
30470,16.30369456,-93.27935321,7
30471,16.3447107,-93.1867879,7
30472,16.22550115,-93.33563146,7
30473,16.31148126,-93.1215892,7
30474,16.33423888,-93.31044964,7
30475,16.23023022,-93.26559897,7
30476,16.25589944,-93.25377233,7
30478,16.23990112,-93.23913595,7
30479,16.2161268,-93.26946552,7
30480,16.43349386,-93.11265781,7
30483,16.38639009,-93.21426486,7
30484,16.39082911,-93.27213676,7
30485,16.47096025,-93.31290025,7
30486,16.32951034,-93.37178411,7
30487,16.45749786,-93.37081664,7
30488,16.45046215,-93.23434903,7
30491,16.32932928,-93.56966967,7
30492,16.35830375,-93.41508338,7
30493,16.28228182,-93.4466892,7
30494,16.37142824,-93.45830244,7
30495,16.43276902,-93.48276645,7
30496,16.46909856,-93.42551134,7
30498,16.28564718,-93.66079751,7
30499,16.20020992,-93.4776967,7
30500,16.08870523,-93.75192709,7
30503,16.08407418,-93.84400777,7
30504,16.0711455,-93.77717341,7
30505,15.98080171,-93.73116886,7
30506,16.04497118,-93.77061043,7
