d_codigo,Latitud,Longitud,c_estado
7570,19.46781607,-99.06019912,9
7580,19.47898099,-99.0836226,9
7600,19.51955895,-99.15641607,9
7620,19.52516273,-99.17043777,9
7630,19.52605366,-99.1657274,9
7640,19.52459763,-99.16023076,9
7650,19.51704552,-99.15968354,9
7670,19.52182868,-99.15527918,9
7680,19.52162215,-99.15169993,9
7700,19.50766637,-99.14730212,9
7707,19.51404057,-99.14379764,9
7708,19.51145595,-99.1441176,9
7720,19.50082817,-99.15382855,9
7730,19.492364,-99.14148604,9
7739,19.4946438,-99.14166876,9
7740,19.48819765,-99.14185378,9
7750,19.49081516,-99.14914907,9
7754,19.4921941,-99.14677388,9
7755,19.49650037,-99.14915508,9
7760,19.48178874,-99.13922567,9
7770,19.47915247,-99.14337373,9
7780,19.47368221,-99.14274533,9
7790,19.47112364,-99.14203846,9
7800,19.47569377,-99.12707998,9
7810,19.47464415,-99.11652459,9
7820,19.47074883,-99.10773159,9
7830,19.47036197,-99.10407952,9
7838,19.46188853,-99.10056633,9
7839,19.46574607,-99.10002073,9
7840,19.46165749,-99.11865138,9
7850,19.46640462,-99.11036894,9
7858,19.46413584,-99.10566781,9
7859,19.46235083,-99.10747188,9
7860,19.46535012,-99.11373334,9
7869,19.46225103,-99.11040363,9
7870,19.47024415,-99.13167457,9
7880,19.45938673,-99.11383996,9
7889,19.46096895,-99.11879232,9
7890,19.4553858,-99.10742946,9
7899,19.45182535,-99.10481163,9
7900,19.44775876,-99.05788834,9
7910,19.47308285,-99.07561595,9
7918,19.46724408,-99.06593741,9
7919,19.46612459,-99.07749731,9
7920,19.4622237,-99.07521922,9
7930,19.47320993,-99.0898865,9
7939,19.47393411,-99.09098013,9
7940,19.46950896,-99.09146156,9
7950,19.47069682,-99.08632306,9
7960,19.45198811,-99.09828919,9
7969,19.45609923,-99.08884457,9
7970,19.45121467,-99.07302113,9
7979,19.45528917,-99.06310833,9
7980,19.45858321,-99.05708413,9
7990,19.45497279,-99.05467687,9
8000,19.39160329,-99.09497266,9
8010,19.39270483,-99.08835918,9
8020,19.3866133,-99.09648232,9
8030,19.38807137,-99.09186785,9
8040,19.38289321,-99.09674017,9
8100,19.41142249,-99.06568779,9
8200,19.40168801,-99.13055557,9
8210,19.3987813,-99.12759804,9
8220,19.39451742,-99.12932032,9
8230,19.3954566,-99.12495549,9
8240,19.39225463,-99.12445799,9
8300,19.40093792,-99.12107807,9
8310,19.40385297,-99.11649154,9
8320,19.39963164,-99.11486819,9
8400,19.40139846,-99.09575122,9
8420,19.40532178,-99.08042211,9
8500,19.39309054,-99.07180157,9
8510,19.39373815,-99.0851574,9
8600,19.39049016,-99.11948953,9
8610,19.39509895,-99.12117144,9
8620,19.3956903,-99.11627426,9
8650,19.39200341,-99.1168796,9
8700,19.39171434,-99.10878694,9
8710,19.39599821,-99.11184303,9
8720,19.39497953,-99.10676892,9
8730,19.39179871,-99.1017058,9
8760,19.38862887,-99.10650242,9
8770,19.3894423,-99.11473492,9
8800,19.3870352,-99.12469434,9
8810,19.38604081,-99.12959325,9
8830,19.38096868,-99.12854242,9
8840,19.37753287,-99.12892859,9
8900,19.38355598,-99.10677797,9
8910,19.38787377,-99.12018861,9
8920,19.38759866,-99.11688372,9
8930,19.38423688,-99.11638776,9
9000,19.3621614,-99.09368253,9
9010,19.38916081,-99.08246005,9
9020,19.38617685,-99.07963926,9
9030,19.38717007,-99.08742113,9
9040,19.37536385,-99.09030114,9
9060,19.36563957,-99.11518052,9
9070,19.36351166,-99.10660786,9
9080,19.3592282,-99.1260082,9
9089,19.36386609,-99.1251184,9
9090,19.36146211,-99.11868398,9
9099,19.35791628,-99.11891827,9
9100,19.39065374,-99.03973479,9
9130,19.38332795,-99.02719459,9
9140,19.37453242,-99.01257695,9
9180,19.36574558,-98.99783706,9
9200,19.35777644,-99.05618948,9
9208,19.37609567,-99.05101458,9
9209,19.36738617,-99.04980384,9
9210,19.39053345,-99.05423363,9
9220,19.38614465,-99.05215897,9
9230,19.37569686,-99.03216265,9
9239,19.36901013,-99.02844273,9
9240,19.35701264,-99.06461359,9
9250,19.3530184,-99.06402403,9
9260,19.34950032,-99.06003133,9
9270,19.34689317,-99.05486683,9
9280,19.34599109,-99.05307344,9
9290,19.35265986,-99.0423745,9
9300,19.36803596,-99.07567068,9
9310,19.37112189,-99.06966153,9
9319,19.38515043,-99.07158703,9
9320,19.37385513,-99.06556633,9
9350,19.35728664,-99.06865764,9
9359,19.3569026,-99.06818886,9
9360,19.35645074,-99.07615444,9
9400,19.37186207,-99.11526149,9
9410,19.37584779,-99.10463068,9
9420,19.37851758,-99.10576982,9
9429,19.38031452,-99.10863781,9
9430,19.38025765,-99.1161584,9
9438,19.37645614,-99.11582552,9
9440,19.37248415,-99.12901744,9
9450,19.36304798,-99.13716615,9
9460,19.36332256,-99.13491726,9
9470,19.36095428,-99.13215436,9
9479,19.36563158,-99.12979861,9
9480,19.35796895,-99.13501152,9
9500,19.34922856,-99.02793917,9
9510,19.35967296,-99.00910343,9
9520,19.36212442,-99.01651727,9
9530,19.36887208,-99.02200149,9
9550,19.35345469,-99.02092319,9
9560,19.35520904,-99.01821526,9
9570,19.35695486,-99.03211566,9
9578,19.36713574,-99.03482433,9
9600,19.35289298,-99.00423844,9
9608,19.35232152,-99.00943465,9
9609,19.34694459,-99.01062384,9
9620,19.352422,-98.99774321,9
9630,19.34135789,-98.99104762,9
9637,19.3315771,-98.9750261,9
9638,19.33860489,-98.97950802,9
9640,19.3374816,-99.01321747,9
9648,19.33418551,-99.00417537,9
9660,19.33981655,-99.02246119,9
9670,19.334792,-99.02551418,9
9680,19.33022119,-99.02068637,9
9689,19.32614447,-99.02047407,9
9690,19.34384896,-98.9984205,9
9696,19.33565032,-98.99876556,9
9698,19.34264317,-99.00270004,9
9700,19.3304609,-99.03835258,9
9704,19.32155261,-99.04288599,9
9705,19.31954569,-99.03708423,9
9706,19.32331447,-99.03278911,9
9708,19.32476986,-99.04760715,9
9709,19.33134428,-99.03541742,9
9710,19.34083233,-99.06143539,9
9720,19.33901744,-99.05804383,9
9730,19.33870136,-99.03126727,9
9740,19.33339599,-99.06022964,9
9750,19.32713148,-99.04925121,9
9760,19.32519091,-99.05620128,9
9769,19.32251488,-99.05165513,9
9770,19.32783464,-99.06459486,9
9780,19.31818182,-99.06486241,9
9790,19.31431996,-99.05898513,9
9800,19.33764374,-99.10331942,9
9810,19.35358522,-99.11399088,9
9819,19.3477211,-99.11452171,9
9820,19.35292448,-99.09781314,9
9828,19.35445068,-99.10075194,9
9829,19.35184869,-99.09426419,9
9830,19.34831663,-99.07823414,9
9837,19.35217777,-99.08006203,9
9838,19.35273443,-99.08561275,9
9839,19.33700867,-99.06750695,9
9840,19.34582943,-99.10955017,9
9849,19.34515951,-99.10274067,9
9850,19.33931115,-99.0855724,9
9856,19.35086059,-99.08939951,9
9858,19.34616329,-99.08238344,9
9859,19.33004298,-99.08086257,9
9860,19.33575157,-99.08347916,9
9868,19.32859145,-99.07119315,9
9870,19.32788685,-99.09971751,9
9880,19.31859172,-99.08821862,9
9890,19.31774304,-99.0932641,9
9897,19.31255844,-99.09196392,9
9900,19.30608442,-99.07198708,9
9910,19.31209052,-99.07691756,9
9920,19.30564656,-99.08122443,9
9930,19.30110021,-99.0654124,9
9940,19.29621889,-99.07387367,9
9960,19.29360398,-99.06702315,9
9969,19.29154324,-99.06635339,9
9970,19.29992778,-99.0778434,9
10000,19.3147807,-99.24093994,9
10010,19.3247244,-99.24296038,9
10020,19.31995099,-99.24307369,9
10130,19.33646633,-99.21033219,9
10200,19.32737533,-99.22232565,9
10300,19.31520457,-99.25796704,9
10320,19.32512134,-99.25110752,9
10330,19.32116189,-99.25385439,9
10340,19.31903718,-99.24969642,9
10350,19.31283464,-99.26327468,9
10360,19.30825186,-99.26188638,9
10368,19.3071468,-99.25885536,9
10369,19.30594392,-99.2688001,9
10370,19.31315031,-99.2511877,9
10378,19.31510724,-99.25049927,9
10379,19.31376391,-99.25334536,9
10380,19.31682027,-99.24684369,9
10400,19.31847,-99.22590852,9
10500,19.31214754,-99.2366283,9
10580,19.30596788,-99.23934708,9
10600,19.30954235,-99.2503412,9
10610,19.31188027,-99.245853,9
10620,19.30659707,-99.25315569,9
10630,19.30104158,-99.26129676,9
10640,19.30500882,-99.25080249,9
10660,19.30192031,-99.26531047,9
10700,19.31299752,-99.2244621,9
10710,19.31030285,-99.22819646,9
10800,19.30828986,-99.23453706,9
10810,19.31154744,-99.23094106,9
10820,19.30636044,-99.23180832,9
10830,19.30301758,-99.2341996,9
10840,19.30379099,-99.23308611,9
10900,19.29527922,-99.24284046,9
10910,19.30227365,-99.24540865,9
10920,19.29498509,-99.23732134,9
10926,19.27047051,-99.25536445,9
11000,19.41715444,-99.21961972,9
11040,19.42376679,-99.20346423,9
11100,19.41244597,-99.21082558,9
11200,19.44820256,-99.21192679,9
11210,19.46545639,-99.20178598,9
11220,19.44816083,-99.21609654,9
11230,19.46072495,-99.20499633,9
11240,19.4634865,-99.19680071,9
11250,19.44881214,-99.20907989,9
11260,19.45193138,-99.20766286,9
11270,19.45608207,-99.20316556,9
11280,19.45816005,-99.19475432,9
11289,19.45421746,-99.19939365,9
11290,19.46143667,-99.19337717,9
11300,19.43597027,-99.17412745,9
11310,19.44486796,-99.18077608,9
11320,19.44380495,-99.17748875,9
11330,19.4481269,-99.16924009,9
11340,19.45187155,-99.17063663,9
11350,19.45503684,-99.16932353,9
11360,19.45056124,-99.16541695,9
11370,19.44118138,-99.16939009,9
11400,19.45437011,-99.17973237,9
11410,19.45641268,-99.1884334,9
11420,19.45539705,-99.17346437,9
11430,19.45133727,-99.19727616,9
11440,19.45059315,-99.19044598,9
11450,19.44722113,-99.18918578,9
11460,19.4461599,-99.18597837,9
11470,19.44958192,-99.20235961,9
11480,19.44702516,-99.20243535,9
11489,19.44424774,-99.19688177,9
11490,19.44491202,-99.19492519,9
11500,19.44435094,-99.20884302,9
11510,19.43492059,-99.20962804,9
11520,19.44083682,-99.19235436,9
11529,19.44206723,-99.20018825,9
11530,19.43187247,-99.20467511,9
11540,19.42998572,-99.1993533,9
11550,19.4313683,-99.19338619,9
11560,19.43137435,-99.18565429,9
11580,19.42172592,-99.18645454,9
11590,19.43194923,-99.17879392,9
11600,19.43425777,-99.21816991,9
11610,19.44514859,-99.2223995,9
11619,19.43966905,-99.22251627,9
11650,19.43158094,-99.21765745,9
11700,19.40286967,-99.24489355,9
11800,19.40063253,-99.17931735,9
11810,19.40131582,-99.20813676,9
11820,19.40374871,-99.20214473,9
11830,19.40471652,-99.19955499,9
11840,19.40806897,-99.19431306,9
